Name,ViewUrl,HomeUrl,Description,DescriptionSourceUrl,Author,ForumUrl,IssuesUrl,EmailAddress,DonateUrl
DNS-BH Bulk Registrars,http://mirror1.malwaredomains.com/files/bulk_registrars.txt,http://www.malwaredomains.com/,"This is a list of free/bulk domain registration services, who register 2nd level domains for free or almost free.",http://mirror1.malwaredomains.com/files/bulk_registrars.txt,,,,malwaredomains@gmail.com,http://www.malwaredomains.com/?page_id=675
DNS-BH Dynamic DNS,http://mirror1.malwaredomains.com/files/dynamic_dns.txt,http://www.malwaredomains.com/,This is a list of dynamic DNS providers.,http://mirror1.malwaredomains.com/files/dynamic_dns.txt,,,,malwaredomains@gmail.com,http://www.malwaredomains.com/?page_id=675
DNS-BH Free Web Hosts,http://mirror1.malwaredomains.com/files/freewebhosts.txt,http://www.malwaredomains.com/,This is a list of free web hosting services.,http://mirror1.malwaredomains.com/files/freewebhosts.txt,,,,malwaredomains@gmail.com,http://www.malwaredomains.com/?page_id=675
DNS-BH Malware Domains,http://mirror1.malwaredomains.com/files/justdomains,http://www.malwaredomains.com/,This is a list of malware domains.,,,,,malwaredomains@gmail.com,http://www.malwaredomains.com/?page_id=675
DNS-BH Malware Domains Immortal,http://mirror1.malwaredomains.com/files/immortal_domains.txt,http://www.malwaredomains.com/,"This is a list of long-lived, ""immortal,"" malware domains.",http://mirror1.malwaredomains.com/files/immortal_domains.txt,,,,malwaredomains@gmail.com,http://www.malwaredomains.com/?page_id=675
DNS-BH Skype Resolvers,http://mirror1.malwaredomains.com/files/Skype-resolvers.txt,http://www.malwaredomains.com/,A list of Skype resolvers.,,,,,malwaredomains@gmail.com,http://www.malwaredomains.com/?page_id=675
DNS-BH URL Shorteners,http://mirror1.malwaredomains.com/files/url_shorteners.txt,http://www.malwaredomains.com/,This is a list of URL shorteners.,http://mirror1.malwaredomains.com/files/url_shorteners.txt,,,,malwaredomains@gmail.com,http://www.malwaredomains.com/?page_id=675
DShield.org Recommended Block List,http://feeds.dshield.org/block.txt,https://www.dshield.org/xml.html,This list summarizes the top 20 attacking class C (/24) subnets over the last three days. The number of 'attacks' indicates the number of targets reporting scans from this subnet.,http://feeds.dshield.org/block.txt,,,,info@dshield.org,
EasyList,https://easylist.to/easylist/easylist.txt,https://easylist.to/,"EasyList is the primary filter list that removes most adverts from international web pages, including unwanted frames, images, and objects. It is the most popular list used by many ad blockers and forms the basis of over a dozen combination and supplementary filter lists.",https://easylist.to/,,https://forums.lanik.us/viewforum.php?f=23,https://github.com/easylist/easylist/issues,easylist.subscription@gmail.com,
EasyList China,https://easylist-downloads.adblockplus.org/easylistchina.txt,http://abpchina.org/forum/forum.php?mod=viewthread&tid=29667,Chinese supplement for the EasyList filters.,https://easylist-downloads.adblockplus.org/easylistchina.txt,,http://abpchina.org/forum/forum.php,,easylist.china@gmail.com,
EasyList China + EasyList,https://easylist-downloads.adblockplus.org/easylistchina+easylist.txt,,"A list combining <a href=""https://filterlists.com/#EasyListChina"">EasyList China</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
EasyList China in IT,https://raw.githubusercontent.com/nfer/easylistchina_it/master/easylistchina_it.txt,https://github.com/nfer/easylistchina_it,Chinese supplement for the EasyList filters on IT sites.,,,,https://github.com/nfer/easylistchina_it/issues,,
EasyList Czech and Slovak,https://raw.githubusercontent.com/tomasko126/easylistczechandslovak/master/filters.txt,https://adblock.sk/,Official filter list file used for blocking ads on Czech and Slovak websites.,https://github.com/tomasko126/easylistczechandslovak,,https://easylist-czech-and-slovak.tenderapp.com/,https://github.com/tomasko126/easylistczechandslovak/issues,tomastaro@adblock.sk,
EasyList Czech and Slovak + EasyList,https://easylist-downloads.adblockplus.org/easylistczechslovak+easylist.txt,,"A list combining <a href=""https://filterlists.com/#EasyListCzechandSlovak"">EasyList Czech and Slovak</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
EasyList Dutch,https://easylist-downloads.adblockplus.org/easylistdutch.txt,https://easylist.to/,EasyList Dutch is an [EasyList] affiliated filter list written by the EasyList author Famlam that specifically removes adverts on Dutch language websites.,https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,https://forums.lanik.us/viewforum.php?f=100,,fam.lam@live.nl,
EasyList Dutch + EasyList,https://easylist-downloads.adblockplus.org/easylistdutch+easylist.txt,,"A list combining <a href=""https://filterlists.com/#EasyListDutch"">EasyList Dutch</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
EasyList Germany,https://easylist-downloads.adblockplus.org/easylistgermany.txt,https://easylist.to/,"EasyList Germany is a filter list written by the EasyList authors MonztA, Famlam, and Khrin that specifically removes adverts on German language websites.",https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,https://forums.lanik.us/viewforum.php?f=90,https://github.com/easylist/easylistgermany/issues,easylist.germany@gmail.com,
EasyList Germany + EasyList,https://easylist-downloads.adblockplus.org/easylistgermany+easylist.txt,,"A list combining <a href=""https://filterlists.com/#EasyListGermany"">EasyList Germany</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
EasyList Hebrew,https://raw.githubusercontent.com/easylist/EasyListHebrew/master/EasyListHebrew.txt,https://github.com/easylist/EasyListHebrew,EasyList Hebrew is an [EasyList] affiliated filter list written by BsT that specifically removes adverts on Hebrew language websites.,https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,,https://github.com/easylist/EasyListHebrew/issues,easylisthebrew@gmail.com,
EasyList Hebrew + EasyList,https://easylist-downloads.adblockplus.org/israellist+easylist.txt,,"A list combining <a href=""https://filterlists.com/#EasyListHebrew"">EasyList Hebrew</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
EasyList Italy,https://easylist-downloads.adblockplus.org/easylistitaly.txt,https://easylist.to/,EasyList Italy is a filter list written by the EasyList author Khrin that specifically removes adverts on Italian language websites.,https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,https://forums.lanik.us/viewforum.php?f=96,,easylistitaly@gmail.com,
EasyList Italy + EasyList,https://easylist-downloads.adblockplus.org/easylistitaly+easylist.txt,,"A list combining <a href=""https://filterlists.com/#EasyListItaly"">EasyList Italy</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
EasyList Lite China,https://raw.githubusercontent.com/cjx82630/cjxlist/master/cjxlist.txt,http://abpchina.org/forum/forum.php?mod=viewthread&tid=29667,This is a lite version of EasyList. Only for Simplified Chinese language websites.,https://raw.githubusercontent.com/cjx82630/cjxlist/master/cjxlist.txt,,http://abpchina.org/forum/forum.php,https://github.com/cjx82630/cjxlist/issues,cjxlist@gmail.com,
EasyList Lithuania,http://margevicius.lt/easylistlithuania.txt,http://margevicius.lt/easylist_lithuania/,EasyList Lithuania is an affiliated filter list written by gymka that specifically removes adverts on Lithuanian language websites.,https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,https://forums.lanik.us/viewforum.php?f=101,,algimantas@margevicius.lt,
EasyList Lithuania + EasyList,https://easylist-downloads.adblockplus.org/easylistlithuania+easylist.txt,,"A list combining <a href=""https://filterlists.com/#EasyListLithuania"">EasyList Lithuania</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
EasyList Spanish,https://easylist-downloads.adblockplus.org/easylistspanish.txt,https://easylist.to/,Spanish supplement for EasyList.,https://adblockplus.org/subscriptions,,https://forums.lanik.us/viewforum.php?f=103,,easylist.spanish@gmail.com,
EasyList Thailand,https://raw.githubusercontent.com/easylist-thailand/easylist-thailand/master/subscription/easylist-thailand.txt,https://easylist-thailand.github.io/,Help you to block ads in Thailand websites.,https://github.com/easylist-thailand/easylist-thailand,,,https://github.com/easylist-thailand/easylist-thailand/issues,,
EasyList Without Element Hiding Rules,https://easylist-downloads.adblockplus.org/easylist_noelemhide.txt,https://easylist.to/,"This EasyList variant only contains blocking filters to remove adverts, with no element rules whatsoever; it, therefore, has more limited coverage than the full version of the list, although still commands a niche market.",https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,https://forums.lanik.us/viewforum.php?f=23,https://github.com/easylist/easylist/issues,easylist.subscription@gmail.com,
EasyList Without Rules for Adult Sites,https://easylist-downloads.adblockplus.org/easylist_noadult.txt,https://easylist.to/,This EasyList variant does not contain filters for adult domains.,https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,https://forums.lanik.us/viewforum.php?f=23,https://github.com/easylist/easylist/issues,easylist.subscription@gmail.com,
EasyPrivacy,https://easylist.to/easylist/easyprivacy.txt,https://easylist.to/,"EasyPrivacy is an optional supplementary filter list that completely removes all forms of tracking from the internet, including web bugs, tracking scripts and information collectors, thereby protecting your personal data.",https://easylist.to/,,https://forums.lanik.us/,https://github.com/easylist/easylist/issues,easylist.subscription@gmail.com,
EasyPrivacy + EasyList,https://easylist-downloads.adblockplus.org/easyprivacy+easylist.txt,,"A list combining <a href=""https://filterlists.com/#EasyPrivacy"">EasyPrivacy</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
EasyPrivacy Without International Filters,https://easylist-downloads.adblockplus.org/easyprivacy_nointernational.txt,https://easylist.to/,This EasyPrivacy variant does not contain rules for international domains.,https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,https://forums.lanik.us/,https://github.com/easylist/easylist/issues,easylist.subscription@gmail.com,
EasyTest,https://easylist-downloads.adblockplus.org/easytest.txt,https://forums.lanik.us/viewtopic.php?t=8505,Testing unsafe rules for EasyList that will break certain websites.,https://easylist-downloads.adblockplus.org/easytest.txt,,https://forums.lanik.us/viewtopic.php?t=8505,,,
Ebates Cash Back Shopping,https://www.ebates.com/whitelist/ebates-cash-back-shopping.txt,https://www.ebates.com/,"Members with ad blocking software may experience issues receiving Cash Back. If you have AdBlock, Adblock Plus or uBlock, you can add or subscribe to the Ebates Cash Back Shopping filter list.",https://www.ebates.com/help/troubleshooting.htm#abp,,,,,
Eesti Custom Sites Filter,http://adblock.ee/list.php,http://adblock.ee/,Blocks Estonian regional advertisements and trackers.,,,,,,
Facebook Annoyances Blocker,https://easylist-downloads.adblockplus.org/fb_annoyances_full.txt,https://facebook.adblockplus.me/,Block all Facebook annoyances.,https://facebook.adblockplus.me/,,,,subscriptionlist@adblockplus.org,https://adblockplus.org/en/donate
Facebook News Feed Annoyances Blocker,https://easylist-downloads.adblockplus.org/fb_annoyances_newsfeed.txt,https://facebook.adblockplus.me/,Block only news feed annoyances.,https://facebook.adblockplus.me/,,,,subscriptionlist@adblockplus.org,https://adblockplus.org/en/donate
Facebook Privacy List,http://www.squirrelconspiracy.net/abp/facebook-privacy-list.txt,http://www.squirrelconspiracy.net/abp/facebook-privacy-list.html,Block Facebook objects on non-Facebook websites,http://www.squirrelconspiracy.net/abp/facebook-privacy-list.txt,,,,fbprivacylist@squirrelconspiracy.net,
Facebook Sidebar Blocker,https://easylist-downloads.adblockplus.org/fb_annoyances_sidebar.txt,https://facebook.adblockplus.me/,Block only sidebar annoyances.,https://facebook.adblockplus.me/,,,,subscriptionlist@adblockplus.org,https://adblockplus.org/en/donate
Fake-News List,https://raw.githubusercontent.com/ryanbr/fanboy-adblock/master/fake-news.txt,https://github.com/ryanbr/fanboy-adblock,"Targeting sites with Hoax, propanganda and clickbait (fake sites). Note: List doesn't include harmless spoof/satire sites like theonion.com.",https://raw.githubusercontent.com/ryanbr/fanboy-adblock/master/fake-news.txt,,https://forums.lanik.us/viewtopic.php?f=88&t=34971,https://github.com/ryanbr/fanboy-adblock/issues,,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Annoyance List,https://easylist-downloads.adblockplus.org/fanboy-annoyance.txt,https://easylist.to/,"In page Pop-Ups and other annoyances; thereby substantially decreasing web page loading times and uncluttering them (includes <a href=""https://filterlists.com/#FanboysSocialBlockingList"">Fanboy's Social Blocking List</a> and <a href=""https://filterlists.com/#FanboysCookiemonsterList"">Fanboy's Cookiemonster List</a>.)",https://fanboy.co.nz/,,https://forums.lanik.us/,https://github.com/easylist/easylist/issues,easylist.subscription@gmail.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Anti-thirdparty Fonts,https://fanboy.co.nz/fanboy-antifonts.txt,http://fanboy.co.nz/,Blocks fonts loaded from third parties.,,,,,,
Fanboy's Complete List,https://fanboy.co.nz/r/fanboy-complete.txt,,"A list combining <a href=""https://filterlists.com/#EasyList"">EasyList</a>, <a href=""https://filterlists.com/#EasyPrivacy"">EasyPrivacy</a>, and <a href=""https://filterlists.com/#FanboysEnhancedTrackingList"">Fanboy's Enhanced Tracking List</a>.",,,,,,
Fanboy's Cookiemonster List,https://fanboy.co.nz/fanboy-cookiemonster.txt,https://easylist.to/,This will remove cookie and privacy warnings.,https://fanboy.co.nz/,,https://forums.lanik.us/,https://github.com/easylist/easylist/issues,easylist.subscription@gmail.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Enhanced Tracking List,https://fanboy.co.nz/enhancedstats.txt,http://fanboy.co.nz/,"Blocks common tracking scripts such as Omniture, Webtrends, Foresee, Coremetrics, Google-Analytics, Touchclarity, ChannelIntelligence.",https://fanboy.co.nz/filters.html,,,https://github.com/easylist/easylist/issues,,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Indian,https://fanboy.co.nz/fanboy-indian.txt,https://fanboy.co.nz/,Blocks Indian regional advertisements and trackers.,,,,,fanboyadblock@googlegroups.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's IsraelList,https://fanboy.co.nz/israelilist/IsraelList.txt,https://fanboy.co.nz/,Blocks Hebrew regional advertisements and trackers.,,,,,fanboyadblock@googlegroups.com,
Fanboy's Japanese,https://fanboy.co.nz/fanboy-japanese.txt,https://fanboy.co.nz/,Blocks Japanese regional advertisements and trackers.,,,,,fanboyadblock@googlegroups.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Korean,https://fanboy.co.nz/fanboy-korean.txt,https://fanboy.co.nz/,Blocks Korean regional advertisements and trackers.,,,,,fanboyadblock@googlegroups.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Polish,https://fanboy.co.nz/fanboy-polish.txt,https://fanboy.co.nz/,Blocks Polish regional advertisements and trackers.,,,,,fanboyadblock@googlegroups.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Social Blocking List,https://easylist-downloads.adblockplus.org/fanboy-social.txt,https://easylist.to/,"Hide and block social content, social widgets, social scripts and social icons.",https://fanboy.co.nz/,,https://forums.lanik.us/,https://github.com/easylist/easylist/issues,easylist.subscription@gmail.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Spanish/Portuguese,https://fanboy.co.nz/fanboy-espanol.txt,https://fanboy.co.nz/,Blocks Spanish and Portuguese regional advertisements and trackers.,,,,,fanboyadblock@googlegroups.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Swedish,https://fanboy.co.nz/fanboy-swedish.txt,https://fanboy.co.nz/,Blocks Swedish regional advertisements and trackers.,,,,,fanboyadblock@googlegroups.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Turkish,https://fanboy.co.nz/fanboy-turkish.txt,https://fanboy.co.nz/,Blocks Turkish regional advertisements and trackers.,,,,,fanboyadblock@googlegroups.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Fanboy's Ultimate List,https://fanboy.co.nz/r/fanboy-ultimate.txt,,"A list combining <a href=""https://filterlists.com/#EasyList"">EasyList</a>, <a href=""https://filterlists.com/#EasyPrivacy"">EasyPrivacy</a>, <a href=""https://filterlists.com/#FanboysEnhancedTrackingList"">Fanboy's Enhanced Tracking List</a>, and <a href=""https://filterlists.com/#FanboysAnnoyanceList"">Fanboy's Annoyance List</a>.",,,,,,
Fanboy's Vietnamese,https://fanboy.co.nz/fanboy-vietnam.txt,https://fanboy.co.nz/,Blocks Vietnamese regional advertisements and trackers.,,,,,fanboyadblock@googlegroups.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WMGE9MAGGGMHW
Filters by hant0508,https://raw.githubusercontent.com/hant05080/uBlock-filters/master/filters.txt,https://github.com/hant05080/uBlock-filters,"This filter list for uBlock Origin/Adblock Plus is designed to be used with such lists as EasyList, RU AdList etc., so it's substantially free of intersections with them. The list is made for blocking ad (mostly on Russian websites) missed by other filter lists maintainers. It is regularly updated and actively developed for now.",https://github.com/hant05080/uBlock-filters,,,https://github.com/hant05080/uBlock-filters/issues,hant0508@gmail.com,
Filtri DNS,https://filtri-dns.ga/filtri.txt,https://filtri-dns.ga/,Tentative hosts file for Italian sites created from Easylist Italy and ADB X Files.,https://filtri-dns.ga/filtri.txt,,,,,
Filtros Nauscopicos,https://raw.githubusercontent.com/mozillahispano/nauscopio-filtros/master/filtros.txt,https://nauscopio.wordpress.com/2010/07/05/filtrado-bloqueo-y-ocultacion-de-la-publicidad-en-google-chrome/,Blocks English and Spanish regional advertisements and trackers.,,,,https://github.com/mozillahispano/nauscopio-filtros/issues,,
Filtros Nauscopicos Hosts,https://raw.githubusercontent.com/mozillahispano/nauscopio-filtros/master/hosts,https://nauscopio.wordpress.com/2011/09/05/archivo-hosts-nauscopico-para-combatir-publicidad-paginas-peligrosas-contadores-de-visitas-spam-en-combinacion-con-los-filtros-nauscopicos/,"Use this file to prevent your computer from connecting to selected internet hosts. This is an easy and effective way to protect you from many types of spyware, reduces bandwidth use, blocks certain pop-up  traps, prevents user tracking by way of ""web bugs"" embedded in spam, provides partial protection to IE from certain web-based exploits and blocks most advertising you would otherwise be subjected to on the internet.",https://raw.githubusercontent.com/mozillahispano/nauscopio-filtros/master/hosts,,,https://github.com/mozillahispano/nauscopio-filtros/issues,,
Finnish AntiSocial,http://adb.juvander.net/Finland_adb_antisocial.txt,,Finnish blocklist for AdBlock to block social media stuff.,http://adb.juvander.net/Finland_adb_antisocial.txt,,,,,
Firime (FED) EasyDownload List,http://pastebin.com/raw/r9a5WrZa,https://firime.wordpress.com/projects/others/fedlist/,Removes unnecessary elements from specific file sharing sites.,https://firime.wordpress.com/projects/others/fedlist/,,,,,
G&J AdBlock,https://web.archive.org/web/20160221135808/http://adblock.gjtech.net/?format=adblock-plus,https://www.gjtech.net/,Block ads with AdBlock filter.,https://web.archive.org/web/20160221135711/http://adblock.gjtech.net/?format=unix-hosts,,,,,
G&J Hosts,https://web.archive.org/web/20160221135711/http://adblock.gjtech.net/?format=unix-hosts,https://www.gjtech.net/,Block ads with /etc/hosts.,https://web.archive.org/web/20160221135808/http://adblock.gjtech.net/?format=adblock-plus,,,,,
gmbk0's AdAway Hosts for Android,https://web.archive.org/web/20140719043102/https://gmbksfilters.googlecode.com/hg/hosts_adonly.txt,http://gmbk0.tumblr.com/,Blocks Japanese regional mobile advertisements and trackers.,,,,,,
GNU Blacklist,https://web.archive.org/web/20160425221243/http://gnuzilla.gnu.org/filters/blacklist.txt,,"Block all well known privacy trackers. (<a href=""https://filterlists.com/#EasyList"">EasyList</a> + <a href=""https://filterlists.com/#EasyPrivacy"">EasyPrivacy</a> + <a href=""https://filterlists.com/#FanboysSocialBlockingList"">Fanboy's Social Blocking List</a>)",https://web.archive.org/web/20160425221243/http://gnuzilla.gnu.org/filters/blacklist.txt,,,,bug-gnuzilla@gnu.org,
Greek AdBlock Filter,https://raw.githubusercontent.com/kargig/greek-adblockplus-filter/master/void-gr-filters.txt,https://www.void.gr/kargig/blog/greek-adblock-plus-filter/,Filter for advertisements on Greek sites.,https://www.void.gr/kargig/blog/greek-adblock-plus-filter/,,,https://github.com/kargig/greek-adblockplus-filter/issues,,
Hexxium Creations Threat List,https://raw.githubusercontent.com/HexxiumCreations/threat-list/gh-pages/hexxiumthreatlist.txt,https://www.hexxiumcreations.com/projects/malicious-domain-blocking/,We will blacklist domains that fall into any of the following categories: scams/phishing/malware/malvertising/exploits - and other general threats.,https://www.hexxiumcreations.com/projects/malicious-domain-blocking/,Hexxium Creations,,https://github.com/HexxiumCreations/threat-list/issues,support@hexxiumcreations.com,
Hosts2ch,https://www.cubby.com/pl/ja.txt/_447d3ae976114d51b01bc83b7a1a77eb,https://sites.google.com/site/hosts2ch/,Japanese ad servers hosts file.,,,http://potato.2ch.net/test/read.cgi/android/1450730522/,,,
hpHosts,https://www.hosts-file.net/download/hosts.txt,https://www.hosts-file.net/,"hpHosts is a community managed and maintained hosts file that allows an additional layer of protection against access to ad, tracking and malicious websites.",https://www.hosts-file.net/,,,,,
hpHosts ATS,https://hosts-file.net/ad_servers.txt,https://hosts-file.net/,This classification is assigned for domains being used for advert or tracking purposes.,https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts EMD,https://hosts-file.net/emd.txt,https://hosts-file.net/,Sites engaged in malware distribution.,https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts EXP,https://hosts-file.net/exp.txt,https://hosts-file.net/,"Sites engaged in the housing, development or distribution of exploits, including but not limited to exploitation of browser, software (inclusive of website software such as CMS), operating system exploits aswell as those engaged in exploits via social engineering.",https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts FSA,https://hosts-file.net/fsa.txt,https://hosts-file.net/,Sites engaged in the selling or distribution of bogus or fraudulent applications and/or provision of fraudulent services.,https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts GRM,https://hosts-file.net/grm.txt,https://hosts-file.net/,Sites engaged in astroturfing (otherwise known as grass roots marketing) or spamming.,https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts HFS,https://hosts-file.net/hfs.txt,https://hosts-file.net/,Special classification for persons caught spamming the hpHosts forums.,https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts HJK,https://hosts-file.net/hjk.txt,https://hosts-file.net/,"Sites engaged in browser hijacking or other forms of hijacking (OS services, bandwidth, DNS, etc.).",https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts MMT,https://hosts-file.net/mmt.txt,https://hosts-file.net/,Sites engaged in the use of misleading marketing tactics.,https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts Partial,https://hosts-file.net/hphosts-partial.txt,https://hosts-file.net/,The following hosts were added to hpHosts AFTER the last full release.,https://hosts-file.net/hphosts-partial.txt,,https://forum.hosts-file.net/,,,
hpHosts PHA,https://hosts-file.net/pha.txt,https://hosts-file.net/,Sites engaged in illegal pharmacy activities.,https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts PSH,https://hosts-file.net/psh.txt,https://hosts-file.net/,Sites engaged in Phishing.,https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts PUP,https://hosts-file.net/pup.txt,https://hosts-file.net/,Sites engaged in the distribution of Potentially Unwanted Programs.,https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hpHosts WRZ,https://hosts-file.net/wrz.txt,https://hosts-file.net/,"Sites engaged in the selling, distribution or provision of warez (including but not limited to keygens, serials etc), where such provisions do not contain malware.",https://hosts-file.net/?s=classifications,,https://forum.hosts-file.net/,,,
hufilter,https://raw.githubusercontent.com/szpeter80/hufilter/master/hufilter.txt,https://github.com/szpeter80/hufilter/wiki,Blocks Hungarian regional advertisements and trackers.,,,,https://github.com/szpeter80/hufilter/issues,hufilter.adblock@gmail.com,
I Don't Care about Cookies,https://www.kiboke-studio.hr/i-dont-care-about-cookies/abp/,https://www.kiboke-studio.hr/i-dont-care-about-cookies/,Get rid of annoying cookie warnings from almost all 'infected' websites!,https://www.kiboke-studio.hr/i-dont-care-about-cookies/,,,,info@kiboke-studio.hr,https://flattr.com/submit/auto?user_id=kiboke&url=https%3A%2F%2Fwww.kiboke-studio.hr%2Fi-dont-care-about-cookies%2F
Icelandic ABP List,http://adblock.gardar.net/is.abp.txt,http://adblock.gardar.net/,Adblock Plus list for Icelandic websites.,http://adblock.gardar.net/,,,,adblock@gardar.net,
Ilyakatz's Additional Filters for Adblock,https://raw.githubusercontent.com/ilyakatz/adblock_filters/master/inpage_popups.txt,https://ilyakatz.github.io/adblock_filters/,This filter list for AdBlock removes popup sections on sites that distracts from the main content.,https://ilyakatz.github.io/adblock_filters/,,,https://github.com/ilyakatz/adblock_filters/issues,,
I'm OK with Cookies,https://raw.githubusercontent.com/Rudloff/adblock-imokwithcookies/master/filters.txt,https://github.com/Rudloff/adblock-imokwithcookies,List of filters for Adblock Plus that block cookie notices on European websites.,https://github.com/Rudloff/adblock-imokwithcookies,,,https://github.com/Rudloff/adblock-imokwithcookies/issues,,
iploggerfilter,https://raw.githubusercontent.com/piperun/iploggerfilter/master/filterlist,https://github.com/piperun/iploggerfilter,Filter any site/subsite who's only purpose is to log your IP.,https://github.com/piperun/iploggerfilter,,,https://github.com/piperun/iploggerfilter/issues,,
JAB Creations' Adblock Plus Filter Subscription,http://www.jabcreations.com/downloads/adblock-filters.php,https://www.jabcreations.com/web/adblock-subscription,"My Adblock Plus filter subscription will block banner ads, flash ads, text-ads, and even completely block some rogue anti-virus and anti-spyware websites preventing infection.",https://www.jabcreations.com/web/adblock-subscription,,,,,
Jansal's Hosts,https://raw.githubusercontent.com/lewisje/jansal/master/adblock/hosts,,"A list combining <a href=""https://filterlists.com/#MalwareDomainList"">Malware Domain List</a>, <a href=""https://filterlists.com/#PeterLowesList"">Peter Lowe's List</a>, <a href=""https://filterlists.com/#Spybot"">Spybot</a>, and <a href=""https://filterlists.com/#SpywareBlaster"">Spyware Blaster</a>.",,,,,,
Jansal's Hosts Light,https://raw.githubusercontent.com/lewisje/jansal/master/adblock/hostslt,,"A list combining <a href=""https://filterlists.com/#MalwareDomainList"">Malware Domain List</a> and <a href=""https://filterlists.com/#Spybot"">Spybot</a>.",,,,,,
Japanese Site Adblock Filter,http://qme.mydns.jp/data/Adblock.txt,http://qme.mydns.jp/adblock.html,"This filter will mainly block affiliate advertising, behavioral advertising, tend embedded script will overload, blog parts.",http://qme.mydns.jp/adblock.html,,,,,
Japanese Site Adblock Filter ver 2,http://qme.mydns.jp/data/AdblockV2.txt,http://qme.mydns.jp/adblock.html,"This filter will mainly block affiliate advertising, behavioral advertising, tend embedded script will overload, blog parts.",http://qme.mydns.jp/adblock.html,,,,,
KAD - Scams,https://raw.githubusercontent.com/azet12/KAD/master/KAD.txt,https://azet12.github.io/KAD/,Polish filter Adblock and uBlock locking side-type scam (eg. Subscriptions SMS).,https://github.com/azet12/KAD,,,https://github.com/azet12/KAD/issues,kadrep@outlook.com,
KAD Hosts File,https://raw.githubusercontent.com/azet12/KADhosts/master/KADhosts.txt,https://azet12.github.io/KAD/,Polish hosts file for blocking scams. (Experimental),,,,https://github.com/azet12/KAD/issues,kadrep@outlook.com,
